	PD_whole_tree	shannon	chao1	simpson	observed_otus
MCT.f.0036	144.0	4.6009813905	33.0	0.951230486685	33.0
MCT.f.0037	143.0	4.28883423897	33.3333333333	0.929695445082	33.0
MCT.f.0038	108.0	3.31889603517	23.0	0.83142475507	23.0
MCT.f.0039	106.0	3.47078732492	23.0	0.842272456871	23.0
MCT.f.0040	83.0	3.64515002651	18.0	0.898083015378	18.0
MCT.f.0042	119.0	4.23149494181	30.0	0.933216227608	27.0
MCT.f.0043	111.0	3.499409109	25.0	0.849509317042	25.0
MCT.f.0046	96.0	3.95913208633	22.0	0.925834133986	22.0
MCT.f.0051	101.0	3.58144668594	23.5	0.870315581854	23.0
MCT.f.0058	108.0	3.77059900087	23.0	0.905997368588	23.0
MCT.f.0088	58.0	2.7000100752	10.0	0.81498938548	10.0
MCT.f.0096	61.0	3.0585605408	11.0	0.867512988923	11.0
MCT.f.0101	66.0	2.96380643164	12.0	0.842455899005	12.0
MCT.f.0102	77.0	3.35539696826	15.0	0.88120608358	15.0
MCT.f.0157	74.0	2.28274913552	16.75	0.645361558216	16.0
MCT.f.0234	70.0	3.12236730391	14.0	0.856287550212	14.0
MCT.f.0249	66.0	3.27061571828	13.0	0.878631941686	13.0
MCT.f.0253	54.0	3.22862777665	11.0	0.881594226423	11.0
MCT.f.0290	62.0	2.48449317265	12.0	0.75563183391	12.0
MCT.f.0291	47.0	2.25936152043	8.0	0.737454607233	8.0
MCT.f.0292	70.0	3.11505952291	13.5	0.865878937436	13.0
MCT.f.0293	46.0	1.90151443069	8.0	0.634522079987	8.0
MCT.f.0297	59.0	2.43834581341	11.0	0.743047091413	11.0
MCT.f.0306	51.0	2.01692225502	9.0	0.654957530818	9.0
MCT.f.0308	68.0	3.40040732594	15.0	0.887978395062	15.0
MCT.f.0391	52.0	2.67591367674	11.0	0.799385683427	11.0
MCT.f.0482	65.0	3.02497537078	12.0	0.851932065612	12.0
MCT.f.0531	67.0	3.16655564026	13.0	0.862733007027	13.0
MCT.f.0532	57.0	2.93329855168	11.0	0.826571589416	11.0
MCT.f.0535	78.0	3.39322949822	16.0	0.877219914171	16.0
MCT.f.0536	70.0	2.88537614165	14.0	0.793488639171	14.0
MCT.f.0537	62.0	2.62115210939	12.0	0.757136711553	12.0
MCT.f.0539	75.0	3.45117953961	15.0	0.891891891892	15.0
MCT.f.0540	59.0	2.24163125012	13.0	0.674034771713	12.0
MCT.f.0552	49.0	2.94114027842	9.0	0.854126040428	9.0
MCT.f.0373	75.0	3.42373993383	16.0	0.892700444444	15.0
MCT.f.0556	56.0	2.49259064715	10.0	0.771410443417	10.0
MCT.f.0064	73.0	2.85199692121	17.6	0.809917259399	17.0
MCT.f.0068	110.0	3.50009802531	23.0	0.840653570014	23.0
MCT.f.0104	115.0	4.20618369836	29.0	0.936125578704	27.0
MCT.f.0106	117.0	3.98195372704	24.0	0.914203311879	24.0
MCT.f.0111	118.0	3.82872166766	24.5	0.898335904885	24.0
MCT.f.0222	96.0	3.65930122685	22.0	0.891225336444	22.0
MCT.f.0236	85.0	3.22231964759	18.3333333333	0.862357962576	18.0
MCT.f.0314	87.0	3.54081826867	19.0	0.88662654658	19.0
MCT.f.0317	88.0	3.60070175719	19.3333333333	0.896966984016	19.0
MCT.f.0067	94.0	3.44681742042	19.25	0.880373940701	19.0
MCT.f.0546	41.0	2.60904840303	8.0	0.80623568451	8.0
MCT.f.0554	55.0	2.76934272777	10.0	0.813640052971	10.0
MCT.f.0311	107.0	3.85079089996	24.0	0.909337775927	23.0
MCT.f.0315	99.0	3.32792761506	21.0	0.852590996341	21.0
MCT.f.0209	128.0	3.99471480012	32.2	0.920797912634	28.0
MCT.f.0419	56.0	2.540355012	10.0	0.773113243631	10.0
MCT.f.0161	63.0	2.73073993923	12.0	0.789873752396	12.0
MCT.f.0309	46.0	1.78246382964	8.0	0.622217068646	8.0
MCT.f.0312	69.0	3.14908810859	14.0	0.849507837755	14.0
MCT.f.0341	70.0	2.86296912481	13.0	0.81530064464	13.0
MCT.f.0342	83.0	2.93733603799	17.0	0.813311940376	16.0
MCT.f.0344	49.0	2.13173545028	9.5	0.702057682577	9.0
MCT.f.0345	88.0	3.4674623954	21.0	0.878854320988	18.0
MCT.f.0346	70.0	2.93528899253	15.0	0.834912679145	14.0
MCT.f.0362	80.0	3.51728021837	16.0	0.894469441485	16.0
MCT.f.0382	79.0	3.36509997413	15.5	0.887678253239	15.0
MCT.f.0560	35.0	2.13145707309	7.0	0.729474189886	7.0
MCT.f.0044	99.0	3.60964199544	22.0	0.871035496744	22.0
MCT.f.0224	88.0	3.61665156314	20.5	0.894267768221	20.0
MCT.f.0230	87.0	3.2385366781	21.0	0.836873708678	18.0
MCT.f.0429	108.0	3.82725678352	21.0	0.90985438293	21.0
MCT.f.0430	91.0	3.82256356679	18.5	0.92188330322	18.0
MCT.f.0223	84.0	3.2498767464	16.5	0.86114721172	16.0
MCT.f.0225	85.0	3.33496884287	17.0	0.866204261163	16.0
MCT.f.0226	87.0	3.35600948243	16.0	0.870484688091	16.0
MCT.f.0229	69.0	3.26872093326	15.0	0.876240548204	14.0
MCT.f.0231	93.0	3.56201218104	18.0	0.894873395768	18.0
MCT.f.0105	80.0	3.54228408314	16.0	0.897248213591	16.0
MCT.f.0163	72.0	2.94899514935	15.5	0.837743532483	14.0
MCT.f.0455	65.0	3.17675488442	12.0	0.862067136007	12.0
MCT.f.0544	88.0	3.73265119206	16.0	0.917077249246	16.0
MCT.f.0420	51.0	2.46443781657	9.0	0.764450855963	9.0
MCT.f.0397	75.0	3.16533192971	15.5	0.856562251652	15.0
MCT.f.0464	49.0	3.16645230294	10.0	0.879894806049	10.0
MCT.f.0221	95.0	3.63251708027	21.5	0.899329024315	20.0
MCT.f.0049	96.0	3.64360024693	22.0	0.888506068108	22.0
MCT.f.0238	98.0	3.66416456878	22.0	0.897525480086	21.0
MCT.f.0441	55.0	2.61694028728	10.0	0.782947178234	10.0
MCT.f.0442	77.0	3.36594769493	15.0	0.874701166153	15.0
MCT.f.0475	46.0	2.64708566596	8.0	0.796897506925	8.0
MCT.f.0462	40.0	2.31012135242	7.0	0.753607967406	7.0
MCT.f.0218	50.0	2.7358925244	9.0	0.818265537611	9.0
MCT.f.0228	67.0	3.06969634478	14.0	0.840604530978	14.0
MCT.f.0237	110.0	3.87669183527	22.0	0.909040320623	22.0
MCT.f.0427	64.0	2.89549768263	12.0	0.83777066329	12.0
MCT.f.0045	109.0	3.78561788297	25.5	0.902947024999	25.0
MCT.f.0368	91.0	3.691945096	22.0	0.900547301281	22.0
MCT.f.0320	52.0	2.97916490452	10.0	0.856852886779	10.0
MCT.f.0428	85.0	3.50483617384	21.0	0.881355138729	18.0
MCT.f.0354	71.0	3.01970134958	13.0	0.840136443763	13.0
MCT.f.0432	76.0	3.25193158407	15.5	0.879101817025	15.0
MCT.f.0619	60.0	2.97546298127	13.0	0.848825781618	12.0
MCT.f.0372	77.0	3.26897069683	16.0	0.872443330808	15.0
MCT.f.0629	70.0	3.22581228263	15.0	0.872886614911	15.0
MCT.f.0435	64.0	3.16038049709	12.0	0.872683148445	12.0
MCT.f.0090	36.0	2.79761725957	8.0	0.841989795918	8.0
MCT.f.0466	27.0	2.17329661659	5.0	0.759407439446	5.0
MCT.f.0294	60.0	2.69599830309	11.0	0.788339806511	11.0
MCT.f.0298	70.0	2.86272653444	14.0	0.815430999731	13.0
MCT.f.0062	52.0	2.73284833106	9.0	0.817796370626	9.0
MCT.f.0299	64.0	2.61983680257	13.0	0.771241830065	13.0
MCT.f.0515	63.0	3.14520617446	12.0	0.866600271616	12.0
MCT.f.0484	77.0	3.23773584309	16.0	0.861805973335	16.0
MCT.f.0162	61.0	2.5211843646	12.5	0.777252678009	11.0
MCT.f.0310	61.0	2.81520935354	12.0	0.817946969227	12.0
MCT.f.0089	58.0	2.53416083342	10.0	0.785657607618	10.0
MCT.f.0433	51.0	2.75842034207	9.0	0.825912986354	9.0
MCT.f.0414	38.0	1.69545912836	7.5	0.657763163821	7.0
MCT.f.0305	37.0	2.2641029805	8.0	0.722036359046	8.0
MCT.f.0215	35.0	1.95027563064	7.0	0.655797101449	7.0
MCT.f.0103	117.0	4.0699509921	31.0	0.930326502754	26.0
MCT.f.0347	60.0	2.79855564253	11.0	0.820371900826	11.0
MCT.f.0352	64.0	2.81915983285	12.0	0.79097782904	12.0
MCT.f.0235	49.0	2.38505715576	9.0	0.7669390242	9.0
MCT.f.0107	126.0	4.02313662602	30.0	0.923484822877	28.0
MCT.f.0295	70.0	3.16167308159	14.0	0.860799027914	14.0
MCT.f.0307	60.0	2.59798248479	11.0	0.789951931186	11.0
MCT.f.0316	59.0	2.55222485667	11.0	0.75381171153	11.0
MCT.f.0115	73.0	3.3893470596	14.0	0.889607900993	14.0
MCT.f.0381	74.0	3.0849609982	15.0	0.838155052504	15.0
MCT.f.0528	26.0	2.30199071227	6.0	0.769575401547	6.0
MCT.f.0529	28.0	2.41127806879	6.0	0.791370262391	6.0
MCT.f.0548	55.0	2.41493232195	11.0	0.748693086159	11.0
MCT.f.0247	43.0	2.82342270634	9.0	0.84261684507	9.0
MCT.f.0530	15.0	1.36030521419	3.0	0.554633434256	3.0
MCT.f.0425	34.0	2.36866918719	7.0	0.773260284506	7.0
MCT.f.0246	60.0	2.98521419191	12.0	0.851438178524	12.0
MCT.f.0559	19.0	1.75607131157	4.0	0.672257574361	4.0
MCT.f.0188	16.0	1.29472961922	3.0	0.544244413584	3.0
MCT.f.0181	13.0	1.38078302092	4.0	0.558196607109	4.0
MCT.f.0173	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0174	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0179	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0180	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0185	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0186	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0189	10.0	0.189990755536	2.0	0.056555754548	2.0
MCT.f.0190	10.0	0.0900891804408	2.0	0.0225861051825	2.0
MCT.f.0195	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0196	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0201	6.0	-0.0	1.0	0.0	1.0
MCT.f.0202	10.0	0.160328725899	2.0	0.0457763671875	2.0
MCT.f.0171	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0172	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0177	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0178	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0182	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0187	7.0	0.900485433478	2.0	0.432622977087	2.0
MCT.f.0191	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0192	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0197	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0198	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0203	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0204	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0175	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0176	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0183	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0184	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0193	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0194	10.0	0.0970963973478	2.0	0.0247344641578	2.0
MCT.f.0199	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0200	10.0	0.0900891804408	2.0	0.0225861051825	2.0
